status	file	line	rva	nz4096	keyword	text
STILL-DARK	docs/fk22-dropphase-reachability.md	688	0x055A33F0	0	coverage-blocked|zero-page	5. **★ Grading REAL under coverage blindness.** `BeginFollowingActor` was listed as REAL in the same paragraph that correctly listed its siblings as coverage-blocked; its impl `0x55A33F0` is a **zero page in 18 of 18** images. The strip enumeration around it is sound; one row of the control list is not.
NOW-LIT	docs/fk22-dropphase-reachability.md	690	0x056C58A0	3629	COVERAGE-BLOCKED	7. **★ A verdict that contradicts the reporter's own instrument.** `ULokiPreloadComponent::OnRoundPhaseChanged` was filed COVERAGE-BLOCKED on a zero **thunk**, while the identical `.data` triple the same agent used two claims earlier yields impl **`0x56C58A0`** = real bytes in 18/18. **Apply your own resolution method to your own negative before recording it.**
NOW-LIT	docs/fk22-dropphase-reachability.md	734	0x05614690	3769	zero-page	internal to the result — `0x5614690`, *one of the seven callers*, is a zero page in **15 of the 16**
NOW-LIT	docs/fk27-successor-gc-rooting-settled.md	247	0x01259D72	3821	coverage-blocked	* `fn 0x01259D72`'s caller is genuinely coverage-blocked (no `E8`/`E9`, no stored pointer —
NOW-LIT	docs/fk3-fk4-settled.md	527	0x05302DE0	3816	all-zero-page|zero-page	| `PollForFeatureTogglesReady` | exec `0x5302DE0` | all-zero page | in-match / drop-in / tutorial world |
STILL-DARK	docs/fk3-fk4-settled.md	528	0x052FEF50	0	all-zero-page|zero-page	| `FeatureTogglesReadyOrChanged` | exec `0x52FEF50` | all-zero page | same |
NOW-LIT	docs/fk3-fk4-settled.md	529	0x056CE5F0	3735	all-zero-page|zero-page	| `TryUpdateAbilitySystem` impl | `0x56CE5F0` | all-zero page | same (GAS never runs at menu) |
NOW-LIT	docs/fk5-battle-gate-settled.md	5	0x01F8CFC0	3807	all-zero|all-zero-page|zero-page	> This file states, graded `[M]`, that *"`0x1F8CFC0` is an all-zero page, so **the packet
NOW-LIT	docs/fk5-battle-gate-settled.md	87	0x01F8CFC0	3807	100%-zero|zero-page	| 4 | The UDP-echo implementation `0x1F8CFC0` is a **100 % zero page** in `dumps/merged.dump.exe`. The packer demand-decrypts `.text` per page on execution ⇒ that code has never run in any *dumped* state. | `[M]` §2.5 |
NOW-LIT	docs/fk5-battle-gate-settled.md	88	0x05875000	3896	100%-zero	| 5 | `UPartyManager::TryJoinQueue`'s implementation page `0x5875000` is likewise **100 % zero**. The real matchmaking path has never executed in any *dumped* state. | `[M]` §3.5 |
NOW-LIT	docs/fk5-battle-gate-settled.md	219	0x01F8C000	3807	0/4096	| **UDP echo impl `0x1F8CFC0`** | `0x01F8C000` | **0 / 4096** | never executed |
NOW-LIT	docs/fk5-battle-gate-settled.md	219	0x01F8CFC0	3807	0/4096	| **UDP echo impl `0x1F8CFC0`** | `0x01F8C000` | **0 / 4096** | never executed |
NOW-LIT	docs/fk5-battle-gate-settled.md	220	0x05875000	3896	0/4096	| **`TryJoinQueue` impl `0x5875E90`** | `0x05875000` | **0 / 4096** | never executed |
NOW-LIT	docs/fk5-battle-gate-settled.md	220	0x05875E90	3896	0/4096	| **`TryJoinQueue` impl `0x5875E90`** | `0x05875000` | **0 / 4096** | never executed |
NOW-LIT	docs/fk5-battle-gate-settled.md	222	0x057BE000	3690	0/4096	| measurer factory `0x57BECF0` | `0x057BE000` | 3690 / 4096 | page ran |
NOW-LIT	docs/fk5-battle-gate-settled.md	222	0x057BECF0	3690	0/4096	| measurer factory `0x57BECF0` | `0x057BE000` | 3690 / 4096 | page ran |
NOW-LIT	docs/fk5-battle-gate-settled.md	228	0x05854000	3830	0/4096	| `IsSpecialQueue 0x5854F5F` | `0x05854000` | 3830 / 4096 | page ran |
NOW-LIT	docs/fk5-battle-gate-settled.md	228	0x05854F5F	3830	0/4096	| `IsSpecialQueue 0x5854F5F` | `0x05854000` | 3830 / 4096 | page ran |
NOW-LIT	docs/fk5-battle-gate-settled.md	420	0x05875000	3896	100%-zero	| **4** | **`TryJoinQueue`'s own native preconditions.** Page `0x5875000` is 100 % zero. | BATTLE | §2.5 | **`[U]` — the largest residual** |
NOW-LIT	docs/fk5-battle-gate-settled.md	473	0x01F8CFC0	3807	all-zero-page|zero-page	what §2.5's all-zero page at `0x1F8CFC0` shows at instruction level. The chain closes.
NOW-LIT	docs/fk5-battle-gate-settled.md	693	0x01F8CFC0	3807	all-zero|all-zero-page|unreadable-offline|zero-page	**Rationale.** `0x1F8CFC0` is an all-zero page, so **the packet format is unreadable offline** `[M]`.
NOW-LIT	docs/fk5-battle-gate-settled.md	942	0x05875000	3896	100%-zero	| **1** | **`UPartyManager::TryJoinQueue`'s own preconditions.** *The largest residual.* Whether anything in it requires a completed latency measurement is genuinely `[U]`. | Page `0x5875000` is 100 % zero across every dump we own. | One BATTLE/BOTS FIND MATCH click, then `dumpimage` + `mergedumps` + `strxref func 0x5875E90`. | one click + minutes |
NOW-LIT	docs/fk5-battle-gate-settled.md	942	0x05875E90	3896	100%-zero	| **1** | **`UPartyManager::TryJoinQueue`'s own preconditions.** *The largest residual.* Whether anything in it requires a completed latency measurement is genuinely `[U]`. | Page `0x5875000` is 100 % zero across every dump we own. | One BATTLE/BOTS FIND MATCH click, then `dumpimage` + `mergedumps` + `strxref func 0x5875E90`. | one click + minutes |
NOW-LIT	docs/fk5-battle-gate-settled.md	944	0x01F8CFC0	3807	unreadable-offline	| **3** | The UDP ping **packet format**. | `0x1F8CFC0` has never executed; unreadable offline. | The verbatim-echo + hexdump responder (§6.4) recovers it on the first datagram. | ~40 lines, gated |
NOW-LIT	docs/fk5-battle-practice-gate-s105.md	390	0x05875000	3896	100%-zero	`0x5875000`, which is **100 % zero in `dumps/merged.dump.exe`** — i.e. across every game state we
NOW-LIT	docs/fk5-battle-practice-gate-s105.md	581	0x05875000	3896	100%-zero	* **`UPartyManager::TryJoinQueue`'s own preconditions.** Its entry page (`0x5875000`) is 100 % zero
NOW-LIT	docs/fk5-latency-subsystem-re.md	278	0x01F8CFC0	3807	dark	implementation* (`0x1F8CFC0`) is dark. **[M]**
NOW-LIT	docs/fk5-latency-subsystem-re.md	497	0x01F8CFC0	3807	undecrypted	| ICMP-module UDP echo entry (**undecrypted**) | `0x1F8CFC0` |
NOW-LIT	docs/fk5-latency-subsystem-re.md	502	0x05875E90	3896	undecrypted	| `UPartyManager::TryJoinQueue` (impl, **undecrypted**) | `0x5875E90` |
NOW-LIT	docs/fk6-cheat-surface-settled.md	740	0x05426A50	3823	dark	verbs (§3.2). Also dark everywhere: `ServerCheatSpawnActor` thunk `0x5426A50`, `CheatChangeHero`
STILL-DARK	docs/ignorance-map-s101.md	52	0x0000DEAD	0	DARK	> | **FK-45** — S137 PlayerState / Loki-bot false-knowns (batched) | **S137** | ✅ **NEW + TWELVE FALSIFIED, and the most expensive one was THE HANDOFF'S OWN HEADLINE ARM.** ★★★★★ **(a) `docs/next-session-prompt-s137.md` §1.2 — "poke `CDO(AIControllerClass)+0x488 |= 0x20` before spawning … the same risk class as S130's `bCanEverReplicate`" — is MEASURED REFUTED.** The poke lands (readback OK, dword
NOW-LIT	docs/ignorance-map-s101.md	52	0x00B9E1F0	3671	DARK	> | **FK-45** — S137 PlayerState / Loki-bot false-knowns (batched) | **S137** | ✅ **NEW + TWELVE FALSIFIED, and the most expensive one was THE HANDOFF'S OWN HEADLINE ARM.** ★★★★★ **(a) `docs/next-session-prompt-s137.md` §1.2 — "poke `CDO(AIControllerClass)+0x488 |= 0x20` before spawning … the same risk class as S130's `bCanEverReplicate`" — is MEASURED REFUTED.** The poke lands (readback OK, dword
NOW-LIT	docs/ignorance-map-s101.md	52	0x03316AF0	3780	DARK	> | **FK-45** — S137 PlayerState / Loki-bot false-knowns (batched) | **S137** | ✅ **NEW + TWELVE FALSIFIED, and the most expensive one was THE HANDOFF'S OWN HEADLINE ARM.** ★★★★★ **(a) `docs/next-session-prompt-s137.md` §1.2 — "poke `CDO(AIControllerClass)+0x488 |= 0x20` before spawning … the same risk class as S130's `bCanEverReplicate`" — is MEASURED REFUTED.** The poke lands (readback OK, dword
NOW-LIT	docs/ignorance-map-s101.md	52	0x0338E750	3746	DARK	> | **FK-45** — S137 PlayerState / Loki-bot false-knowns (batched) | **S137** | ✅ **NEW + TWELVE FALSIFIED, and the most expensive one was THE HANDOFF'S OWN HEADLINE ARM.** ★★★★★ **(a) `docs/next-session-prompt-s137.md` §1.2 — "poke `CDO(AIControllerClass)+0x488 |= 0x20` before spawning … the same risk class as S130's `bCanEverReplicate`" — is MEASURED REFUTED.** The poke lands (readback OK, dword
NOW-LIT	docs/ignorance-map-s101.md	52	0x03B80C0D	3416	DARK	> | **FK-45** — S137 PlayerState / Loki-bot false-knowns (batched) | **S137** | ✅ **NEW + TWELVE FALSIFIED, and the most expensive one was THE HANDOFF'S OWN HEADLINE ARM.** ★★★★★ **(a) `docs/next-session-prompt-s137.md` §1.2 — "poke `CDO(AIControllerClass)+0x488 |= 0x20` before spawning … the same risk class as S130's `bCanEverReplicate`" — is MEASURED REFUTED.** The poke lands (readback OK, dword
NOW-LIT	docs/ignorance-map-s101.md	52	0x045CFA10	3840	DARK	> | **FK-45** — S137 PlayerState / Loki-bot false-knowns (batched) | **S137** | ✅ **NEW + TWELVE FALSIFIED, and the most expensive one was THE HANDOFF'S OWN HEADLINE ARM.** ★★★★★ **(a) `docs/next-session-prompt-s137.md` §1.2 — "poke `CDO(AIControllerClass)+0x488 |= 0x20` before spawning … the same risk class as S130's `bCanEverReplicate`" — is MEASURED REFUTED.** The poke lands (readback OK, dword
NOW-LIT	docs/ignorance-map-s101.md	52	0x055655F6	3782	DARK	> | **FK-45** — S137 PlayerState / Loki-bot false-knowns (batched) | **S137** | ✅ **NEW + TWELVE FALSIFIED, and the most expensive one was THE HANDOFF'S OWN HEADLINE ARM.** ★★★★★ **(a) `docs/next-session-prompt-s137.md` §1.2 — "poke `CDO(AIControllerClass)+0x488 |= 0x20` before spawning … the same risk class as S130's `bCanEverReplicate`" — is MEASURED REFUTED.** The poke lands (readback OK, dword
NOW-LIT	docs/ignorance-map-s101.md	392	0x01F8CFC0	3807	100%-zero|zero-page	> implementation `0x1F8CFC0` is a **100 % zero page**. Nothing ever asked for a QoS endpoint because
NOW-LIT	docs/ignorance-map-s101.md	416	0x05875000	3896	100%-zero|unreadable-offline|zero-in-every-image	> page `0x5875000` is 100 % zero in every dump we own, so its preconditions are unreadable offline.
STILL-DARK	docs/ignorance-map-s101.md	1414	0x00001000	0	100%-zero|coverage-blocked|dark|undecrypted|zero-in-every-image	| **★★★★★ SETTLED S133 (2026-08-20) → `docs/fk20-coverage-settled.md`** | **The capture side is SATURATED and the defect is somewhere else.** [M], offline, zero launches. **Ten `dumpimage` images had accumulated unmerged; folding all ten in bought +5 pages** — `merged5` 16,689 → **`merged6` 16,694 / 30,281 `.text` pages (55.13 %)**, which independently equals the exact union of all 26 images on di
NOW-LIT	docs/ignorance-map-s101.md	1414	0x00FFFFFF	3914	100%-zero|coverage-blocked|dark|undecrypted|zero-in-every-image	| **★★★★★ SETTLED S133 (2026-08-20) → `docs/fk20-coverage-settled.md`** | **The capture side is SATURATED and the defect is somewhere else.** [M], offline, zero launches. **Ten `dumpimage` images had accumulated unmerged; folding all ten in bought +5 pages** — `merged5` 16,689 → **`merged6` 16,694 / 30,281 `.text` pages (55.13 %)**, which independently equals the exact union of all 26 images on di
STILL-DARK	docs/ignorance-map-s101.md	1414	0x04D00000	0	100%-zero|coverage-blocked|dark|undecrypted|zero-in-every-image	| **★★★★★ SETTLED S133 (2026-08-20) → `docs/fk20-coverage-settled.md`** | **The capture side is SATURATED and the defect is somewhere else.** [M], offline, zero launches. **Ten `dumpimage` images had accumulated unmerged; folding all ten in bought +5 pages** — `merged5` 16,689 → **`merged6` 16,694 / 30,281 `.text` pages (55.13 %)**, which independently equals the exact union of all 26 images on di
NOW-LIT	docs/ignorance-map-s101.md	1448	0x00F7EB50	3979	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x0334E7A0	3892	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x033560C5	3770	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x038047F0	3821	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x039C3DB0	3725	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x053800D0	3965	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x05456000	3860	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x055CD510	3703	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x055CD572	3703	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x056363F0	3783	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x05648210	3766	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x05648D6F	3766	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x05648D97	3766	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x05648E34	3766	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x05648E48	3766	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x05648E6F	3766	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	1448	0x05676F10	3615	COVERAGE-BLOCKED	| **★★★★★ S130 THIRD UPDATE (2026-08-20) — THE POOL GATE IS NAMED, AND THE POOL IS **NOT** THE BLOCKER.** → `docs/s130-actor-pool-gate-settled.md`, `docs/fk22-dropphase-reachability.md` §25 | Offline; zero launches, zero injections, zero `.text` writes. One session-lead thread + six decode lanes, **each adversarially verified by an independent agent that re-ran the commands rather than checking th
NOW-LIT	docs/ignorance-map-s101.md	2107	0x056481D0	3766	not-decrypted|zero-page	| **f** | **"A blank result from `fkdis.py d <rva>` means the page is not decrypted"** | a zero page and a failed decode print the same nothing | **It is a QUERY failure.** Capstone decodes nothing when `<rva>` is not an instruction boundary: `0x56481D0` → one empty line, `0x56481D7` → 109 instructions, **same page**. ⇒ an absence-of-coverage claim manufactured from a mis-anchored address. Print t
NOW-LIT	docs/ignorance-map-s101.md	2107	0x056481D7	3766	not-decrypted|zero-page	| **f** | **"A blank result from `fkdis.py d <rva>` means the page is not decrypted"** | a zero page and a failed decode print the same nothing | **It is a QUERY failure.** Capstone decodes nothing when `<rva>` is not an instruction boundary: `0x56481D0` → one empty line, `0x56481D7` → 109 instructions, **same page**. ⇒ an absence-of-coverage claim manufactured from a mis-anchored address. Print t
NOW-LIT	docs/ignorance-map-s101.md	2309	0x01384D50	3828	dark	| **Native cheat dispatch is closed** | `AreHotkeyCheatsEnabled_Impl = xor al,al; ret`, `ServerCheatSpawnActor_Impl = ret`, disasm-verified; no live `LokiPlayerCheats` instance (S96); interesting spawn actions have `Key=None`. *The script family is a different surface — FK-6.* ⚠⚠ **S134: the supporting facts are true and THE BUCKET IS WRONG.** FK-13 shipped Route B at S114 — a live `UCheatManager`
NOW-LIT	docs/ignorance-map-s101.md	2309	0x0556D910	3720	dark	| **Native cheat dispatch is closed** | `AreHotkeyCheatsEnabled_Impl = xor al,al; ret`, `ServerCheatSpawnActor_Impl = ret`, disasm-verified; no live `LokiPlayerCheats` instance (S96); interesting spawn actions have `Key=None`. *The script family is a different surface — FK-6.* ⚠⚠ **S134: the supporting facts are true and THE BUCKET IS WRONG.** FK-13 shipped Route B at S114 — a live `UCheatManager`
NOW-LIT	docs/ignorance-map-s101.md	2334	0x01F8CFC0	3807	100%-zero|zero-page	| ↳ | **✅ SETTLED S105 → `docs/fk5-battle-gate-settled.md`.** *Row preserved above; its diagnosis was right and is now measured.* No `ULatencyMeasurer` has **ever** been created (`LatencyManager.cpp:315`, verbosity **Display**, 0 hits / 14 logs) and the UDP-echo impl `0x1F8CFC0` is a **100 % zero page** — QoS was never observed to block anything. ⚠ **No replacement culprit**: `TryJoinQueue`'s page
NOW-LIT	docs/ignorance-map-s101.md	2334	0x05875000	3896	100%-zero|zero-page	| ↳ | **✅ SETTLED S105 → `docs/fk5-battle-gate-settled.md`.** *Row preserved above; its diagnosis was right and is now measured.* No `ULatencyMeasurer` has **ever** been created (`LatencyManager.cpp:315`, verbosity **Display**, 0 hits / 14 logs) and the UDP-echo impl `0x1F8CFC0` is a **100 % zero page** — QoS was never observed to block anything. ⚠ **No replacement culprit**: `TryJoinQueue`'s page
STILL-DARK	docs/ignorance-map-s101.md	2340	0x00009C00	0	coverage-blocked	| **7** | **The ~3–5 min code-integrity check** | The mechanism has never been located, disassembled, or its period measured; S77 reached it by elimination. ⚠ *Weaker candidate than the rest:* S43's table is a controlled A/B on the one variable that matters (patched control ~4.75 min vs identical build un-hooked stable ≥6 min), the poison-jump register signature is N=4 across ASLR bases, and this 
STILL-DARK	docs/ignorance-map-s101.md	2340	0x008200F0	0	coverage-blocked	| **7** | **The ~3–5 min code-integrity check** | The mechanism has never been located, disassembled, or its period measured; S77 reached it by elimination. ⚠ *Weaker candidate than the rest:* S43's table is a controlled A/B on the one variable that matters (patched control ~4.75 min vs identical build un-hooked stable ≥6 min), the poison-jump register signature is N=4 across ASLR bases, and this 
STILL-DARK	docs/ignorance-map-s101.md	2340	0x00889B20	0	coverage-blocked	| **7** | **The ~3–5 min code-integrity check** | The mechanism has never been located, disassembled, or its period measured; S77 reached it by elimination. ⚠ *Weaker candidate than the rest:* S43's table is a controlled A/B on the one variable that matters (patched control ~4.75 min vs identical build un-hooked stable ≥6 min), the poison-jump register signature is N=4 across ASLR bases, and this 
STILL-DARK	docs/ignorance-map-s101.md	2340	0x008D98B0	0	coverage-blocked	| **7** | **The ~3–5 min code-integrity check** | The mechanism has never been located, disassembled, or its period measured; S77 reached it by elimination. ⚠ *Weaker candidate than the rest:* S43's table is a controlled A/B on the one variable that matters (patched control ~4.75 min vs identical build un-hooked stable ≥6 min), the poison-jump register signature is N=4 across ASLR bases, and this 
STILL-DARK	docs/ignorance-map-s101.md	2340	0x008EB250	0	coverage-blocked	| **7** | **The ~3–5 min code-integrity check** | The mechanism has never been located, disassembled, or its period measured; S77 reached it by elimination. ⚠ *Weaker candidate than the rest:* S43's table is a controlled A/B on the one variable that matters (patched control ~4.75 min vs identical build un-hooked stable ≥6 min), the poison-jump register signature is N=4 across ASLR bases, and this 
STILL-DARK	docs/ignorance-map-s101.md	2340	0x008ED920	0	coverage-blocked	| **7** | **The ~3–5 min code-integrity check** | The mechanism has never been located, disassembled, or its period measured; S77 reached it by elimination. ⚠ *Weaker candidate than the rest:* S43's table is a controlled A/B on the one variable that matters (patched control ~4.75 min vs identical build un-hooked stable ≥6 min), the poison-jump register signature is N=4 across ASLR bases, and this 
STILL-DARK	docs/ignorance-map-s101.md	2340	0x008F9DD0	0	coverage-blocked	| **7** | **The ~3–5 min code-integrity check** | The mechanism has never been located, disassembled, or its period measured; S77 reached it by elimination. ⚠ *Weaker candidate than the rest:* S43's table is a controlled A/B on the one variable that matters (patched control ~4.75 min vs identical build un-hooked stable ≥6 min), the poison-jump register signature is N=4 across ASLR bases, and this 
STILL-DARK	docs/ignorance-map-s101.md	2340	0x008FFCD4	0	coverage-blocked	| **7** | **The ~3–5 min code-integrity check** | The mechanism has never been located, disassembled, or its period measured; S77 reached it by elimination. ⚠ *Weaker candidate than the rest:* S43's table is a controlled A/B on the one variable that matters (patched control ~4.75 min vs identical build un-hooked stable ≥6 min), the poison-jump register signature is N=4 across ASLR bases, and this 
STILL-DARK	docs/ignorance-map-s101.md	2340	0x0093E886	0	coverage-blocked	| **7** | **The ~3–5 min code-integrity check** | The mechanism has never been located, disassembled, or its period measured; S77 reached it by elimination. ⚠ *Weaker candidate than the rest:* S43's table is a controlled A/B on the one variable that matters (patched control ~4.75 min vs identical build un-hooked stable ≥6 min), the poison-jump register signature is N=4 across ASLR bases, and this 
STILL-DARK	docs/ignorance-map-s101.md	2340	0x00942740	0	coverage-blocked	| **7** | **The ~3–5 min code-integrity check** | The mechanism has never been located, disassembled, or its period measured; S77 reached it by elimination. ⚠ *Weaker candidate than the rest:* S43's table is a controlled A/B on the one variable that matters (patched control ~4.75 min vs identical build un-hooked stable ≥6 min), the poison-jump register signature is N=4 across ASLR bases, and this 
STILL-DARK	docs/ignorance-map-s101.md	2340	0x009467E0	0	coverage-blocked	| **7** | **The ~3–5 min code-integrity check** | The mechanism has never been located, disassembled, or its period measured; S77 reached it by elimination. ⚠ *Weaker candidate than the rest:* S43's table is a controlled A/B on the one variable that matters (patched control ~4.75 min vs identical build un-hooked stable ≥6 min), the poison-jump register signature is N=4 across ASLR bases, and this 
NOW-LIT	docs/method-rules.md	135	0x05388300	3867	zero-page	| **★★ S124-g** | the **thunk→impl "last direct call"** method itself | **MSVC can inline a tiny body INTO the exec thunk** — `GetCurrentPhase`'s thunk `0x5388300` contains **zero calls of any kind** | a "last direct call" grader returns nothing and reports `UNRESOLVED`/`ELIMINATED` on a perfectly REAL 3-instruction function | ⚠ **The method now has FIVE known failure modes:** (i) vtable resolutio
NOW-LIT	docs/method-rules.md	135	0x0751DEB0	3823	zero-page	| **★★ S124-g** | the **thunk→impl "last direct call"** method itself | **MSVC can inline a tiny body INTO the exec thunk** — `GetCurrentPhase`'s thunk `0x5388300` contains **zero calls of any kind** | a "last direct call" grader returns nothing and reports `UNRESOLVED`/`ELIMINATED` on a perfectly REAL 3-instruction function | ⚠ **The method now has FIVE known failure modes:** (i) vtable resolutio
